8725
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
1.721389,1.017411,2.821914
