464
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
-0.262274,0.951598,0.160232,0.0123445,-0.0246458
-0.295384,0.95313,0.065503,0.0115816,-0.0246083
-0.219768,0.974141,-0.0524505,0.0112459,-0.0244372
-0.107965,0.988445,-0.1064,0.0121614,-0.0243565
-0.0848103,0.987738,-0.131072,0.0123293,-0.024306
0.00906239,0.989823,-0.142013,0.0121462,-0.0242561
-0.195612,0.980531,-0.0172058,0.0134432,-0.0248454
-0.148432,0.987441,0.0541227,0.0138552,-0.0248267
-0.0977414,0.957787,0.270353,0.0136568,-0.0246859
-0.141619,0.915527,0.376503,0.0130922,-0.0245556
-0.200667,0.963142,0.17914,0.0128939,-0.0244744
-0.24021,0.970365,-0.0262913,0.0126497,-0.0243316
-0.262951,0.964115,-0.0365798,0.0122835,-0.0242166
-0.199632,0.974466,-0.102774,0.0113832,-0.0241633
-0.108098,0.985502,-0.130766,0.0115206,-0.0240737
-0.0134594,0.983756,-0.179007,0.012253,-0.0238483
0.0325281,0.989461,-0.141098,0.0131075,-0.0238715
-0.195612,0.980531,-0.0172058,0.0142977,-0.0245715
-0.148432,0.987441,0.0541227,0.0144045,-0.0244133
-0.0977414,0.957787,0.270353,0.0129091,-0.0243771
-0.141619,0.915527,0.376503,0.0107118,-0.024338
-0.200667,0.963142,0.17914,0.00868238,-0.0244072
-0.24021,0.970365,-0.0262913,0.00732433,-0.0243276
-0.262951,0.964115,-0.0365798,0.00672923,-0.0238984
-0.155217,0.971733,-0.177885,0.00694286,-0.0238004
-0.0369304,0.980798,-0.191495,0.00730907,-0.0234777
0.0339748,0.983551,-0.177406,0.00869764,-0.0231177
0.127641,0.97896,-0.159201,0.011429,-0.0231186
-0.195612,0.980531,-0.0172058,0.010132,-0.0242739
-0.148432,0.987441,0.0541227,0.00872816,-0.0243326
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
-0.107891,0.964951,-0.239227,0.00523384,-0.0230782
0.0597965,0.972696,-0.224249,0.00573739,-0.0222631
0.10628,0.974583,-0.19721,0.00602731,-0.0226009
0.220481,0.96391,-0.149216,0.00743114,-0.0225828
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.131396,0.966789,-0.219214,0.005066,-0.0218528
0.267382,0.951074,-0.154808,0.00508125,-0.0218306
0.330242,0.937758,-0.107469,0.0059968,-0.0220517
0.424687,0.865138,0.26679,0.00335698,-0.0189801
0.454063,0.858693,0.237641,0.00369268,-0.0188271
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.442897,0.888508,-0.119978,0.00460822,-0.0211972
0.496006,0.866515,-0.055945,0.005066,-0.021175
0.449005,0.892981,-0.0312884,0.005066,-0.0215302
